RESPID;interview_end;gender;age;age_coded;DK_region;Agenda;b1 - Hvilket problem mener du er det vigtigste, som Danmark står overfor lige nu?;b2a - Hvilken regering er bedst til at sikre en fornuftig flygtninge/indvandrerpolitik?;b2b - Hvilken regering er bedst til at varetage økonomien, eksempelvis vækst og arbejdspladser?;b2c - Hvilken regering er bedst til at levere velfærden, eksempelvis sundhed, uddannelse og ældrepleje?;bg5 - Hvilket parti stemte du på, ved Folketingsvalget den 15. september 2011?;bg6 - Hvilket parti ville du stemme på, hvis der var Folketingsvalg i morgen?;bg7 - Hvilket parti hælder du mest til at stemme på?;bg8 - Hvad er din højest afsluttede uddannelse?;bg9 - Hvor mange børn under 18 år er der din husstand?;bg10 - Hvad er husstandens samlede årlige bruttoindkomst?;PI_idag_prob - Stemme i morgen (bg6+bg7);Weight;redprediction;blueprediction;swingprediction;latedecprediction
3502;20150316;Kvinde;36;30-39 år;Midtjylland;1908;Sikkerhed - primært i forhold til Rusland;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Lang videregående 5 år;Ingen;Vil ikke oplyse;Socialdemokraterne;0,6794856032;0.554838092885322;0.315282273793583;0.117049495294756;0.6336990351767
3503;20150316;Kvinde;78;70++ år;Hovedstaden;900;Radikalisering;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(V) Venstre;(O) Dansk Folkeparti;;Mellemlang videregående 3-4 år;Ingen;Vil ikke oplyse;Dansk Folkeparti;0,6382125194;0.307850530633059;0.559294885717754;0.116879721015371;0.597678803789009
3505;20150316;Kvinde;61;60-69 år;Midtjylland;1227;At behandle terrortruslen på en ordentlig måde;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(F) Socialistisk Folkeparti - SF;(F) Socialistisk Folkeparti - SF;;Mellemlang videregående 3-4 år;Ingen;300.000-399.999 kr.;Socialistisk Folkeparti - SF;0,4916125880;0.668619456653132;0.253426430553526;0.116652066603563;0.493571414450232
3515;20150316;Mand;49;40-49 år;Hovedstaden;900;Sikre integration af indvandrere;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(B) Radikale Venstre;(B) Radikale Venstre;;Mellemlang videregående 3-4 år;Ingen;1.000.000 kr. eller derover;Radikale Venstre;1,1151469475;0.3574480973641;0.513206557301509;0.116567299223882;0.389394906153798
3518;20150316;Kvinde;43;40-49 år;Hovedstaden;900;Mange kriminelle indvandrere.;Venstre ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Mellemlang videregående 3-4 år;2 børn;800.000-899.999 kr.;Socialdemokraterne;0,6456051557;0.546962887857549;0.342594655019108;0.116336504363046;0.567867152716462
3520;20150316;Kvinde;72;70++ år;Syddanmark;900;for mange asylansøgere  for mange asylanter der ikke arbejder for mange asylanter der er på overførselsindkomst;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(O) Dansk Folkeparti;(O) Dansk Folkeparti;;Mellemlang videregående 3-4 år;Ingen;300.000-399.999 kr.;Dansk Folkeparti;0,4824086219;0.532434000592089;0.35965076857704;0.116240181050151;0.341747686662999
3528;20150316;Kvinde;72;70++ år;Midtjylland;900;flygtninge;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(V) Venstre;(V) Venstre;;Mellemlang videregående 3-4 år;Ingen;300.000-399.999 kr.;Venstre;0,8015010818;0.532434000592089;0.35965076857704;0.116240181050151;0.584321899046521
3534;20150316;Kvinde;62;60-69 år;Sjælland;300;sundhed;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Mellemlang videregående 3-4 år;Ingen;300.000-399.999 kr.;Socialdemokraterne;0,4097444631;0.6607318108545;0.260006316355138;0.11623135456019;0.518701606082356
3549;20150316;Kvinde;70;70++ år;Midtjylland;2099;At man i vigtige problemer går efter manden i stedet for bolden - kaster med mudder i stedet for sammen at finde løsninger.;Ved ikke;Ved ikke;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Mellemlang videregående 3-4 år;Ingen;300.000-399.999 kr.;Socialdemokraterne;0,5713282411;0.565576453880888;0.334309470939364;0.115627513470274;0.648984678099649
3569;20150316;Kvinde;64;60-69 år;Hovedstaden;103;arbejdsløshed;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(O) Dansk Folkeparti;(O) Dansk Folkeparti;;Mellemlang videregående 3-4 år;Ingen;300.000-399.999 kr.;Dansk Folkeparti;0,3661459021;0.642402894567504;0.274842420243165;0.115622241767988;0.58418249132114
3589;20150317;Kvinde;31;30-39 år;Hovedstaden;705;Klima;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(F) Socialistisk Folkeparti - SF;Alternativet;;Lang videregående 5 år;Ingen;1.000.000 kr. eller derover;Alternativet;1,0014819077;0.346644522086343;0.484731154830146;0.115602505932376;0.31205787259376
3592;20150316;Kvinde;69;60-69 år;Hovedstaden;100;De penge kommuner og stat får ind i skat , virker på en eller anden måde, som om de forsvinder så alle, og overalt er der pengemangel i større grad, end man før har hørt om. Hvor fors vinder pengene hen?;Ved ikke;Ved ikke;Ved ikke;(Ø) Enhedslisten;(Ø) Enhedslisten;;Mellemlang videregående 3-4 år;Ingen;300.000-399.999 kr.;Enhedslisten;0,4102495601;0.580735988707567;0.322717950351988;0.115436302282601;0.336858006469154
3603;20150316;Kvinde;68;60-69 år;Syddanmark;103;arbejdsløsheden;Ved ikke;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(V) Venstre;(V) Venstre;;Mellemlang videregående 3-4 år;Ingen;300.000-399.999 kr.;Venstre;0,4199479298;0.594944232680887;0.311824773764726;0.115321356940234;0.381359670654924
3616;20150316;Kvinde;66;60-69 år;Syddanmark;1300;Velfærd;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(V) Venstre;(O) Dansk Folkeparti;;Mellemlang videregående 3-4 år;Ingen;300.000-399.999 kr.;Dansk Folkeparti;0,3307462974;0.620523464751961;0.292057290787096;0.115319603729044;0.427233391904432
3620;20150316;Kvinde;66;60-69 år;Hovedstaden;100;Finanskrisen;Venstre ledet regering;Ved ikke;Ved ikke;(O) Dansk Folkeparti;(O) Dansk Folkeparti;;Mellemlang videregående 3-4 år;Ingen;300.000-399.999 kr.;Dansk Folkeparti;0,3661459021;0.620523464751961;0.292057290787096;0.115319603729044;0.37764645702572
3621;20150316;Mand;48;40-49 år;Midtjylland;103;At få flere i arbejde;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(F) Socialistisk Folkeparti - SF;Alternativet;;Mellemlang videregående 3-4 år;3 børn;800.000-899.999 kr.;Alternativet;0,5393501364;0.462029505465797;0.429199519625557;0.114334215898043;0.482598680807011
3623;20150316;Kvinde;74;70++ år;Hovedstaden;900;indvandrerspørgsmål;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(V) Venstre;(V) Venstre;;Mellemlang videregående 3-4 år;Ingen;Vil ikke oplyse;Venstre;0,9684055531;0.383214829001001;0.492345523631599;0.11413602134839;0.579346085664504
3625;20150316;Kvinde;60;60-69 år;Hovedstaden;100;økonomien;Ved ikke;Ved ikke;Ved ikke;(V) Venstre;Ved ikke;(V) Venstre;Mellemlang videregående 3-4 år;Ingen;Vil ikke oplyse;Venstre;0,5555786543;0.568410536601203;0.334634417080804;0.114123859223146;0.440020319880315
3630;20150316;Mand;52;50-59 år;Syddanmark;709;manglende fokus på naturindholdet i landbrugslandskabet;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(Ø) Enhedslisten;(Ø) Enhedslisten;;Lang videregående 5 år;3 børn;500.000-599.999 kr.;Enhedslisten;0,3951390061;0.584877007504679;0.32270110835041;0.113082573238864;0.485015451802763
3634;20150316;Mand;49;40-49 år;Sjælland;2400;medmenneskelighed!!!;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;Ved ikke;(A) Socialdemokraterne;Mellemlang videregående 3-4 år;2 børn;800.000-899.999 kr.;Socialdemokraterne;0,5527131326;0.463969039065426;0.430456000142043;0.112946726904356;0.500900245750991
3663;20150317;Kvinde;71;70++ år;Midtjylland;900;indvandringen;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(V) Venstre;(O) Dansk Folkeparti;;Mellemlang videregående 3-4 år;Ingen;Vil ikke oplyse;Dansk Folkeparti;0,5282167358;0.435335798311116;0.448038537552461;0.112896343454578;0.455125867249515
3669;20150316;Kvinde;45;40-49 år;Midtjylland;.;ved ikke;Ved ikke;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Mellemlang videregående 3-4 år;2 børn;800.000-899.999 kr.;Socialdemokraterne;0,5343350701;0.558212420464454;0.340330053383945;0.112860975226153;0.489362636010346
3673;20150316;Mand;52;50-59 år;Hovedstaden;900;Indvandring fra ikke vestlige stater;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(V) Venstre;(O) Dansk Folkeparti;;Mellemlang videregående 3-4 år;1 barn;1.000.000 kr. eller derover;Dansk Folkeparti;0,5230565623;0.358245036308532;0.520430885436222;0.112825335347653;0.493007895586418
3677;20150316;Kvinde;70;70++ år;Hovedstaden;2099;"Ingen ""god"" statsministerkandidat";Ved ikke;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;Ved ikke;Ved ikke;Mellemlang videregående 3-4 år;Ingen;Vil ikke oplyse;;0,6798323906;0.451448167777305;0.434525985020143;0.112634584504149;0.38583878638644
3685;20150316;Kvinde;64;60-69 år;Hovedstaden;900;ordentlig integrering af flygtninge;Venstre ledet regering;Venstre ledet regering;Socialdemokratisk ledet regering;(V) Venstre;Ved ikke;(V) Venstre;Mellemlang videregående 3-4 år;Ingen;Vil ikke oplyse;Venstre;0,5555786543;0.531747731004967;0.367061954601039;0.11262943187769;0.280498271570555
3687;20150316;Kvinde;69;60-69 år;Hovedstaden;1302;fattigdom;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Havde ikke stemmeret;Har ikke stemmeret;;Mellemlang videregående 3-4 år;Ingen;Vil ikke oplyse;;0,3307462974;0.466835939363654;0.421660663314985;0.112447693361661;0.377919894883123
3693;20150316;Kvinde;65;60-69 år;Nordjylland;.;ved ikke;Ved ikke;Ved ikke;Ved ikke;Vil ikke svare;Ved ikke;Ved ikke;Mellemlang videregående 3-4 år;Ingen;Vil ikke oplyse;;0,3325508001;0.520439647132087;0.376699230118559;0.112444263232;0.572192978755207
3700;20150316;Kvinde;65;60-69 år;Hovedstaden;900;At få etableret nogle realistiske og reelle regler for integration af ikke etniske danskere, især fra lande, hvor kandidaterne stiller særlige krav og ikke er indstillet på at indpasse sig under modtagerlandets regler.;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(V) Venstre;(V) Venstre;;Mellemlang videregående 3-4 år;Ingen;Vil ikke oplyse;Venstre;0,5555786543;0.520439647132087;0.376699230118559;0.112444263232;0.353999288763797
3731;20150316;Kvinde;66;60-69 år;Hovedstaden;1303;bedre forhold for ældre, utilpassede unge, ulighed ml. fattig og rig;Ved ikke;Ved ikke;Ved ikke;(B) Radikale Venstre;Ved ikke;(B) Radikale Venstre;Mellemlang videregående 3-4 år;Ingen;Vil ikke oplyse;Radikale Venstre;0,8266949366;0.508280226921372;0.386970637657965;0.112333632413052;0.494670701122036
3733;20150316;Kvinde;66;60-69 år;Hovedstaden;1808;Vores gæld til udlandet. Arbejdsløsheden, for hvordan skal vi skaffe arbejde til flygtningene som kommer i fremtiden,når vi ikke har skaffet arbejde til de der er her i forvejen.;Ved ikke;Ved ikke;Ved ikke;Husker ikke;Ved ikke;(A) Socialdemokraterne;Mellemlang videregående 3-4 år;Ingen;Vil ikke oplyse;Socialdemokraterne;0,3960298108;0.508280226921372;0.386970637657965;0.112333632413052;0.664351192746876
3748;20150316;Mand;46;40-49 år;Syddanmark;1600;Overreagering på teror-trussel.;Ved ikke;Socialdemokratisk ledet regering;Ved ikke;(B) Radikale Venstre;Vil ikke svare;;Lang videregående 5 år;Ingen;200.000-299.999 kr.;;0,5311074078;0.758664029830857;0.168964653000666;0.111903215152831;0.634804387478404
3754;20150316;Mand;53;50-59 år;Hovedstaden;103;arbejløsehed;Venstre ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Mellemlang videregående 3-4 år;2 børn;1.000.000 kr. eller derover;Socialdemokraterne;0,5657470241;0.356984113226753;0.523963925405674;0.111749333137518;0.638131386027805
3755;20150317;Mand;53;50-59 år;Hovedstaden;1804;Lavtlønsjob går til udlandet eller der sker løndumping her i landet;Socialdemokratisk ledet regering;Ved ikke;Socialdemokratisk ledet regering;(B) Radikale Venstre;(B) Radikale Venstre;;Mellemlang videregående 3-4 år;Ingen;1.000.000 kr. eller derover;Radikale Venstre;1,1809731208;0.356984113226753;0.523963925405674;0.111749333137518;0.389471503836163
3778;20150316;Mand;54;50-59 år;Hovedstaden;.;Dette kan ikke besvares. Der er en række problemer der skal varetages. Spørgsmålet kunne af svage politikere opfattes som en vejledning til hvor indsatsen skal lægges i en valgkamp og ikke andet. Derfor vil et svar som udvangspunkt være misvisende.;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(I) Liberal Alliance;(I) Liberal Alliance;;Mellemlang videregående 3-4 år;Ingen;1.000.000 kr. eller derover;Liberal Alliance (tidligere Ny Alliance);0,7855747260;0.354964086125348;0.528057402372274;0.110755671100323;0.433124954917428
3792;20150317;Mand;34;30-39 år;Hovedstaden;201;Racisme;Socialdemokratisk ledet regering;Venstre ledet regering;Socialdemokratisk ledet regering;Stemte blankt;Stemme blankt;Ved ikke;Lang videregående 5 år;Ingen;800.000-899.999 kr.;;0,5771998516;0.392150407677426;0.472012601893946;0.110361611898485;0.43208089163754
3805;20150316;Mand;34;30-39 år;Hovedstaden;900;indvandring;Ved ikke;Ved ikke;Ved ikke;(C) Konservative Folkeparti;(V) Venstre;;Lang videregående 5 år;2 børn;800.000-899.999 kr.;Venstre;0,9530146419;0.392150407677426;0.472012601893946;0.110361611898485;0.685998483548363
3808;20150316;Mand;70;70++ år;Hovedstaden;900;Integration;Venstre ledet regering;Venstre ledet regering;Socialdemokratisk ledet regering;(V) Venstre;(C) Konservative Folkeparti;;Lang videregående 5 år;Ingen;600.000-699.999 kr.;Konservative Folkeparti;0,7846743332;0.446185889842951;0.444486542373361;0.109589048956119;0.615338967861311
3815;20150316;Mand;52;50-59 år;Sjælland;103;arbejdsløshed;Venstre ledet regering;Venstre ledet regering;Socialdemokratisk ledet regering;(C) Konservative Folkeparti;(A) Socialdemokraterne;;Mellemlang videregående 3-4 år;4 børn ++;800.000-899.999 kr.;Socialdemokraterne;0,5853391712;0.464831664450661;0.437562521727678;0.109306607701212;0.442316440618323
3818;20150316;Mand;56;50-59 år;Sjælland;107;skat;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(C) Konservative Folkeparti;(C) Konservative Folkeparti;;Mellemlang videregående 3-4 år;Ingen;1.000.000 kr. eller derover;Konservative Folkeparti;0,9014738417;0.348672595113008;0.537916917156704;0.109008440134882;0.577757146734028
3819;20150316;Kvinde;48;40-49 år;Syddanmark;1300;Ordentlig velfærd;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(F) Socialistisk Folkeparti - SF;(F) Socialistisk Folkeparti - SF;;Mellemlang videregående 3-4 år;Ingen;800.000-899.999 kr.;Socialistisk Folkeparti - SF;0,7319214794;0.568871281358476;0.3407412189272;0.10835644085424;0.666845215653693
3824;20150316;Mand;54;50-59 år;Syddanmark;2002;For meget bureaukrati og for mange indviklede regler for alt muligt;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(K) Kristendemokraterne;(K) Kristendemokraterne;;Mellemlang videregående 3-4 år;Ingen;800.000-899.999 kr.;Kristendemokraterne;0,5254302493;0.461276191056167;0.445101759879536;0.107293684601507;0.603079403098441
3832;20150316;Mand;59;50-59 år;Hovedstaden;103;arbejdsløshed;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Mellemlang videregående 3-4 år;Ingen;1.000.000 kr. eller derover;Socialdemokraterne;0,5657470241;0.333770232914368;0.556831931015054;0.106965578608856;0.674543601996064
3834;20150316;Mand;57;50-59 år;Syddanmark;2099;Utroværdige politikkere;Venstre ledet regering;Venstre ledet regering;Socialdemokratisk ledet regering;Vil ikke svare;Ved ikke;(O) Dansk Folkeparti;Mellemlang videregående 3-4 år;Ingen;900.000-999.999 kr.;Dansk Folkeparti;0,3953654485;0.453141637482134;0.449638919240414;0.106909371954528;0.58801171794921
3847;20150317;Mand;55;50-59 år;Hovedstaden;210;At vi har en statskirke;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(V) Venstre;(V) Venstre;;Mellemlang videregående 3-4 år;2 børn;800.000-899.999 kr.;Venstre;0,7936711527;0.458262427910062;0.44971925615987;0.106405720808039;0.397249646898456
3851;20150316;Kvinde;46;40-49 år;Hovedstaden;2400;At vi er et fællesskab;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(B) Radikale Venstre;(B) Radikale Venstre;;Lang videregående 5 år;Ingen;200.000-299.999 kr.;Radikale Venstre;1,2021034390;0.828465595807892;0.122619166482161;0.106037323664646;0.530604315370167
3852;20150316;Mand;63;60-69 år;Midtjylland;900;Indvandring og integration;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(Ø) Enhedslisten;(O) Dansk Folkeparti;;Lang videregående 5 år;Ingen;500.000-599.999 kr.;Dansk Folkeparti;0,3307462974;0.52490857954681;0.386649498325708;0.105514744952059;0.482592787112052
3854;20150316;Mand;45;40-49 år;Sjælland;900;indvandring;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(V) Venstre;(V) Venstre;;Lang videregående 5 år;Ingen;Vil ikke oplyse;Venstre;0,6916326627;0.525038464315978;0.373526127825254;0.10547065685228;0.668750172030876
3855;20150316;Mand;64;60-69 år;Hovedstaden;100;økonomi;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(I) Liberal Alliance;Ved ikke;(C) Konservative Folkeparti;Mellemlang videregående 3-4 år;Ingen;1.000.000 kr. eller derover;Konservative Folkeparti;0,5046850712;0.295642596461231;0.598865135022655;0.105028118545084;0.561182468825037
3857;20150316;Mand;67;60-69 år;Hovedstaden;900;Indvandring;Venstre ledet regering;Venstre ledet regering;Ved ikke;(V) Venstre;(V) Venstre;;Lang videregående 5 år;Ingen;500.000-599.999 kr.;Venstre;0,4100635912;0.477924544586341;0.427548030773295;0.104956737549766;0.549242212583419
3858;20150316;Mand;38;30-39 år;Hovedstaden;1300;At få den offentlige økonomi til at fungere;Venstre ledet regering;Venstre ledet regering;Venstre ledet regering;(C) Konservative Folkeparti;Ved ikke;(I) Liberal Alliance;Lang videregående 5 år;2 børn;1.000.000 kr. eller derover;Liberal Alliance (tidligere Ny Alliance);0,9432925258;0.335582923731197;0.532044791109461;0.1049154698605;0.39270567349553
3871;20150316;Mand;57;50-59 år;Sjælland;103;Arbejdsløsheden;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(A) Socialdemokraterne;(A) Socialdemokraterne;;Mellemlang videregående 3-4 år;Ingen;800.000-899.999 kr.;Socialdemokraterne;0,5853391712;0.449776384162235;0.460662295050753;0.104858816742285;0.391911396603507
3878;20150316;Mand;62;60-69 år;Nordjylland;103;jobmangel;Ved ikke;Socialdemokratisk ledet regering;Venstre ledet regering;(V) Venstre;(O) Dansk Folkeparti;;Mellemlang videregående 3-4 år;Ingen;900.000-999.999 kr.;Dansk Folkeparti;0,3307462974;0.417823697685882;0.486930876912413;0.104274858864609;0.661877922666742
3894;20150316;Mand;71;70++ år;Syddanmark;507;De mange ledige, der ryger ud af dagpengesystemet;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;Socialdemokratisk ledet regering;(F) Socialistisk Folkeparti - SF;(F) Socialistisk Folkeparti - SF;;Mellemlang videregående 3-4 år;Ingen;900.000-999.999 kr.;Socialistisk Folkeparti - SF;0,6475664613;0.310081632474801;0.588967610410029;0.103969324444198;0.630487838395049
